overall,reviewText,summary
4,"They fit well with a substantial sock, but I wear them without as well. I can snug 'em up with the laces.","They fit well with a substantial sock, but I ..."
4,Its a nice dress my only complaint is the bow was not in the same place as the picture,Four Stars
4,Haven't washed it yet. I hope it doesn't shrink. Thin,Four Stars
4,"Nice shirt~
A bit bigger for an XL",Sharp Kahala
4,"Cute but you might need to get a size up from your usual size, at least for my kids I did.",Cute
4,Really nice quality but the shirt was really wrinkled when I got it...,Overall good!
4,"Cute shoes! I get lots of compliments. Only con is that the button on the side is actually Velcro - other that , I love these shoes.","cute shoes , but velcro."
4,Great,Four Stars
4,"I like the Blouse, but the size was a little bit large for me. I bought a small size, but it is still big. But I still love it, so I kept it in my wardrobe",I like the Blouse
4,Really cute purse,Four Stars
4,you get what you pay for. the material is a bit cheap but so was the price. I willl dress it up a bit on my own. its exactly what i expected.,you get what you pay for. the material is ...
4,"Nice watch with a large enough face to be able to read it easily. Diamonds are very tiny and the watch therefore does not look like the advertisement shows it. So far, it keeps good time. I have had a stainless steel/gold Parzival Raymond Weil watch with diamonds for over 20 years which has served me well, so I am expecting the same.",Nice watch with a large enough face to be able ...
4,"Nice set, just wish the pendant was a little more bigger and heavier.",Four Stars
4,"Beautiful shoe, size 13 in Bog boot fit our five and a half year old perfectly, in this sneaker toes are crammed to end. He has a slim foot but the only size available was wide...good thing because they were also snug with wise and this without socks. Returning them and hoping to find larger size available. So.....order a size or two u for long wear! :)","Nice sneaker, runs small"
4,Satisfied,Four Stars
4,Looks good on my grandson.,Four Stars
4,"Well made, slim design with a sturdy base. Slightly Slender fit.",slim design with a sturdy base. Slightly Slender fit
4,This twill material does not fit as well as the denim but still it's a great pant and I like it.,Still a good buy
4,"I liked these a lot, they weren't too tight on the tops of the feet. My only thing was that they did not last that long! :(",I liked these a lot
4,Sizes run much smaller than expected.,Four Stars
4,"I didn't see this dress, but our grand daughter liked it. We ordered it for her birthday.",Our grand daughter liked this dress.
4,Nice colours !!,My wife liked it
4,Thin.material but looks nice,Good deal
4,Really nice although I ordered half size up they were still small.,Four Stars
4,Its perfect for chilly seminar conference rooms! I like the open mesh look too. The color is neutral and pretty. Its soft and comfortable.,Its perfect for chilly seminar conference rooms
4,It's a bit small but I love it.,Four Stars
4,"the fur on the top actually flips off of the boots, but they are cute and functional.",Four Stars
4,Bought these as a gift and my niece loved them! Pretty pricey tho!,Four Stars
4,Pleased with the overall fit,Four Stars
4,Lets start first with the box. A nice leather box which gives a good feel about the quality of the watch. The dial is very simple and good but I dint like the strap. Not smooth enough while wearing and adjusting the band. I thinks if the quality of band is improved its a must watch to have with dress clothes and casual.,A nice leather box which gives a good feel about the ...
4,Nice quality t-shirt.  Delivery was quick and had t-shirt when it was needed.  Thank you,Four Stars
4,Material and quality is great! A little see threw if you are wearing colorful or dark underwear tho,Four Stars
4,"These are fine.  I bought them for spirit week, I'm a teacher, and our grade level was assigned red as our color day.  They weren't super comfortable, but I only wore them once and didn't give them a chance to get broken in.",These are fine. I bought them for spirit week
4,"I would like to return what steps should I take?
My email is mahema. 99@hotmail.com
And my number is 7868121074
I would like to return the product because it is very big",swinwear
4,"These pants are so adorable, but they are quite small compared to other 6 month pants. I would definitely recommend buying one size up. They are soft and the colors are vibrant.","Cute, but small"
4,Good boots once they are broke in!,Four Stars
4,Thought they were too small to be a size nine.  I'm bummed I didn't get a ten.  Cute otherwise but I can't wear them and they were $95.,Order a size up
4,They are wonderful and fit perfectly but it's a bit more see through than I would have liked. Have to pair with shirts that cover my rear or wear black boy shorts underneath.,They are wonderful and fit perfectly but it's a bit more see ...
4,The Lg pants fit as expected but the lg shirt was short.,Four Stars
4,They look amazing! I just wish the elastic wasn't so tight.,Four Stars
4,good quality for price. fits as expected. have received many compliments.,Cute cap
4,Good,Four Stars
4,"I was disappointed because I didn't notice, if they said, but they have that teenage worn look.  I like to wear out my own pants.  I will wear them, but not my favorite......  They do fit very well.",I was disappointed because I didn't notice
4,Nice fitting comfortable hat.,Nice hat
4,This item is amazing cannot wait to have it ,Four Stars
4,It's beautiful but it too loose for little wrist like mine.,okay...?
4,Very bright and pretty.  The strap is rough and itchy though.,Pretty
4,"My office did a group costume, and because of my hair, i was told to be scarlette overkill. the costume was well made, didn't feel like it was going to fall apart, and fit as expected.",fit as expected
4,"Love this boot. Gorgeous taupe color, well made and stylish. Unfortunately for me, the shaft of the boot was too high and cut into my knee area. I ordered the 6. The footbed felt true to size, but the shaft was, again, too high/long and was also slightly too wide, so in order for it to fit around my calves, which are thin, but not unusually thin, I had to really tighten the laces and then there were still a few gaps here and there, especially around the ankle. I'm 5' 1"", so for someone slightly taller, the boot might work where it won't cut into their knees. I thought about keep them and having a shoemaker cut away and then stitch the top part of the shaft, which seems like it would be a pretty easy job because the suede is pretty pliable, but that wouldn't have addressed some of the gaps when tightening the laces.",Almost Perfect
4,Good fit.,Four Stars
4,Love it !!,Four Stars
4,"best socks ever.  It's expensive (if it was cheaper, 5 stars) but the function almost justifies the price.
I got sweaty feet and have to work in boots (not the best combo).  But these socks keep my feet dry.  I don't get cold feet or hot feet anymore, which is a miracle.
I also don't need to clean this every day.  I rotate through 2 pairs throughout a week and leave the used pair to air dry by the window 48 hours.  No stink or moisture.",best socks ever
4,"It runs a little big, but it's not something that would preventing me from buying it.  If you're typically a normal large, get a medium.  Totally ready to break it out in a week.","It runs a little big, but it's not something ..."
4,Love it.,Four Stars
4,"1st time dad loves this shirt, comfortable",love it
4,...for the money. It looks like the picture and adjusts on both sides which helps the hat keep a nice shape ,Nice hat...
4,"Item is beautiful and matches a pair of shoes that I have. Only problem, it is very small.",Four Stars
4,My husband loves these shirts!,Four Stars
4,Love,Four Stars
4,This shirt ran a little smaller than expected BUT I think the shirt is meant to fit a little closer than an average tshirt. Material is very soft. Quite comfortable per my son.,Quite comfortable per my son
4,Great product.  Came in time.,Four Stars
4,Cute little shirt. My son was excited to wear it and support his brother's baseball team.,Four Stars
4,"I also did not receive the ""bff"" charm on my necklace, but it is a really pretty necklace even with out it!",Cute necklace
4,"I think its a beautiful sweater for the price. I bought it in a size 14 for myself. Im 5, 110 lbs. Its actually a little big on me. I would have given it 5 stars except that I was not sent the sweater in the picture. The sweater I received is red with gold buttons without the cream ribbon lining edge. I was disappointed about that, but its still beautiful.",No cream edging
4,Worth the money,Good
4,"First, I like these briefs and plan on purchasing more. Having said that, I ordered a size medium (30-32 waist size here) and they were quit tight on the waistband and on  the hem of the legs, otherwise I enjoy the fit. They are well constructed and breath well.",Great Briefs
4,"They are well made, no doubt about that, but these glasses are HUGE! I ended up returning them.",Four Stars
4,Like but hate the label policy. So inconvenient.,Four Stars
4,Good for the price,Recommend it
4,"My granddaughter loved this dress.  I am not sure if it was slightly small
because my granddaughter needed a 1/2 size larger or if it ran small.
We did keep it and she looked very pretty on Easter.",Beautiful Dress
4,"Nice,  great value
Had it for a few months, can fit my Galaxy tab 7 in it",Fit a galaxy tab in it
4,Cmodas y en realidad son waterproof.no pongo 5 estrelas pues tiene un sonido en la suela que es molesto,Buenas botas
4,Great quality bathing suit. My daughter loves it!!! I didn't give it 5 stars because of the of size however. I read the reviews and ordered a size up - a size 12 for my tall 8 year old and its perfect. Normally she wears a size 10. I am very happy with it and will order another one in a different color.,Great quality bathing suit
4,"Pros: Looks great, good price, displays the date
Cons: Feels cheap, glow in the dark doesn't really work, has a LOUD tick",Worth the price
4,"I only give this wig 4 stars because it is a little odd in the front.  Also, it tangles very easily.  Otherwise I get great compliments and the color is great!",it tangles very easily. Otherwise I get great compliments and the color ...
4,"I'm 5'3 100 lb and bought a small. I have a short torso, so it is slightly loose on the sides, but this is barely noticeable. I am small-chested (32 AA-A), so unfortunately, the cups are a little large, but will make do. Overall, the suit looks super cute and is very comfortable.",Comfortable
4,Cool.,Four Stars
4,I'm not the best in heels but these are super comfy and cute.,Four Stars
4,I bought this outfit for my nephew and its too cute. My neice loved it and it fit well. I compared the price to other stores and this was a bargain!,Great Price
4,Very nice!,Four Stars
4,"I had to return these, they were too big. Other than them being too big they are nice shoes.",Not true to size.
4,Love the logo and shirt!,Love the logo!!
4,Nice light cool great for my young son,Great  colorful. Very Cool
4,Good,Four Stars
4,They work but there knock offs,Four Stars
4,The ring came just as it is pictured. No deception in that. Only complaint is how flimsy the metal is. A slight weakness is desirable for purposes of fitting your finger but the ring doesn't hold its shape tight to stay securely on your finger. Great product as long as you recognize it is priced for the value you're truly getting.,Love it! it's just flimsy
4,It is nice for the money paid.,Four Stars
4,Great shirt. Fits somewhat small. Wish I would've gone one size bigger.,Four Stars
4,Its slightly pixilated and more shiny and saturated in color than expected but other than that its great. oh and I didn't realize it was complete open back which means if you lean forward it could come off.... Im going to try to sew a strip of fabric across and add cups. otherwise so cute.,... in color than expected but other than that its great. oh and I didn't realize it was complete ...
4,"Daughter wears them to school daily, has no complaints.",Recommend
4,While these boots don't have particularly good arch support I'm comparing to shoes that do.  For rubber boots they are fine.  I have owned these boots in the past and they are perfect for what I use them for.  I wear them to get in and out of my Zodiac when I am fishing.,While these boots don't have particularly good arch support I'm comparing to shoes that do
4,These glasses are super cute! And they came in a sturdy glasses case with a microfiber cloth. Flimsier than I expected but I still love them.,These glasses are super cute! And they came in a sturdy glasses ...
4,"If you're wondering about the size, I wear a 9 1/2 and they are about a size bigger. The soles are a little thin but for the price they're great!",The soles are a little thin but for the price they're great!
4,"These shoes are pretty, but not dainty. They are HUGE!",Four Stars
4,"These are great pants, but were too short on my tall skinny 8 year old after washing, they shrank quite a bit. I tend to go small on her with elastic because everything falls down. On this the elastic waist stayed up, however!  She loves them
And wears regardless. A bit sheer in the tush,  wear white undies!","These are great pants, but were too short on my tall ..."
4,"The necklace is delicate, I obvious, and sparkles like a sweet diamond should.  Did not like the packaging as it was clumsy and dark in color and did not suit the lovely necklace.",and sparkles like a sweet diamond should
4,Not very white,White roll up socks
4,I like shirt nice print but they have two different colors the collar then the body,Four Stars
4,"This linen slipper is very cute with a ""grip"" to the bottom. However, they run quite large so when I recieved them I was happy to re-order in the smaller size. But during the time they took to arrive the color I wanted was sold out so if you order them choose atleast a size smaller.",Just what I wanted but they run way too big
4,"Great boots, too large for my daughter feet, will keep it till her feet get bigger, and I expect this soon","Great boots, too large for my daughter feet"
4,Great sweatshirt!,Four Stars
4,"Overall, impressive watch.  Band is not a problem to wear.  However, the crystal appears to be glass!!!  And I bought this from Amazon last week for $65.00.  What gives Amazon? It is possible that when enough people buy a watch from Amazon, it triggers a software program that increases the price?  This watch is worth $65.00.  It is not, repeat NOT worth $165.00.","Good, But Not Worth $165.00"
4,"<div id=""video-block-R3F75KVVP56TSI"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/61e0eHREMVS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/91QqQpiEHPS.png"" class=""video-slate-img-url"">&nbsp;I love this soft, comfortable cap! EXCEPT for the price shich I feel is too much cor zu h an easy  to make cap. 1 star off due to pri ce.  Otherwise its its 5 strs.  Very easy on & off, theres a  Pprox. 3 liece of elastic sewed intoj the back that helps with  fit. If the price was lower, like $10 or less, Id buy more, but am already chemo-poor.","Soft headcover, but pricy!"
4,"Very light comfortable, just what I expected from Merrell",Four Stars
4,"I love the necklace but there is not much room for ashes and you have to try and sort out the very fine powder, that's kinda hard to do......",Beautiful Necklace....
4,same review as all watches,Four Stars
4,Nice compact wallet for a man. The center clip if off center but they may all be that way.,RFID Wallet
4,"Great cross body clutch. Love the color. The only issue I have is that it was larger than I realized. It would have been perfect if it didn't have the smaller zipper compartment attached to the front. Therefore I will be returning it. But if your looking for a large clutch with 2 large compartments and extra pockets, I would recommend this purse.",Color: Taupe
4,I got these for my mom who wears a size 5.  These are nice slippers but are definitely at least a half size larger than marked.  They are a bit wide too.  The sole is good on slippery surfaces and can be worn outside.  Too bad they were too large because she really liked them.,Cute but runs larger
4,"Fit as expected: pleased that the sleeves were long enough, which is always a challenge for my husband.  Fabric texture is nice ( no sheen as in some polyesters). Will do the job on formal nights without breaking the bank on our upcoming cruise.",pleased that the sleeves were long enough
4,I just bought this bag on clearance at Marshall's for $7. It'll  be a great Christmas present for my 2.5 yr old son.,Price seems high.
4,slippers are slippers,slippers
4,"The shoulders are slightly small for a pluse size build. I'm 5'7"" and about a 1 or 2x on top and i find it a little snug. The length is perfect, the cut is flattering, the material is a little scratchy. I ordered it in silver and it is more of a gray color. I'm not using it for the intended purpose for the purchase because of the color, however, I'm keeping it because the price point is good and I can definitely use it for another occasion.","The length is perfect, the cut is flattering"
4,"My three year old is obsessed with yellow and was thrilled to receive this on Christmas morning. We ordered her usual size and, while it does fit, I would say it is a tad smaller than her other clothes. If you're in between sizes, I would size up. Definitely a great buy!",Adorable!
4,"so so pretty and elegant! It shrunk a bit during the first cold wash, but it is still very nice.
I wish I could find it in other colors/patterns.",so so pretty and elegant
4,It's pretty much exactly like the picture. The end of the sleeves have tight elastic in them so it's a little itchy.,It's pretty much exactly like the picture
4,"Fit was good, color wasn't true to photo.",Four Stars
4,It is somewhat small but it looks nice. The texture is really comfortable.,Four Stars
4,I like it but am afraid of tearing it!,Four Stars
4,Very nice but I wish it was a bit longer.  Quite pretty.,Four Stars
4,"Like them but they run a little small, I wish I got half a size bigger then my normal",Like them but they run a little small
4,Incredible shoe for the price. Son loves the look and the feel. Not as narrow as some other brands which is what we wanted.,Well built shoe!!
4,Perfect,Four Stars
4,I really like these sneakers. They're very comfortable and cool to wear in the summer without socks.,Very nice sneakers.
4,Looks classy. Not cheap looking.,Four Stars
4,"Due to unforeseen circumstances (i.e. my son claiming my old sandals because he lost one of his own.....) I needed a pair of rugged sandals at the very last minute before our family camping trip. Being a clutzy middle-aged mom with a trick ankle I need a sole that really grips slippery wet rocks and dusty trails, otherwise I fall down. Seriously. I had my doubts at first because they were a bit uncomfortable but they wore-in quickly (within a day wearing them) and kept me upright with dignity intact. Well built, would buy again!",Worked great for camping
4,"Take a good look at the photo, this is a loose fitting top.  I really like it and will wear it with a camisole or tank underneath; the fit is plenty loose for that.  And, the fabric is a little sheer so I will feel more comfortable with something underneath.  The one problem I have is that the sleeves are way too long!",Take a good look at the photo
4,I like it...comfortable and classy,Four Stars
4,"Very nice quality, still somewhat small but its beautiful.",Four Stars
4,"I was looking for a sweatshirt-type robe that wasn't bulky like the fleece robes and this works.  I live in So. Calif. and it's still 70-80 degrees in November, so this is good for the early morning when it's cool enough to need a sweatshirt.  I ordered stone gray, but it looks chocolate brown to me (I'm also not a fan of pastel pjs, robes, etc., and like dark colors for robes).  I'm 5' 3"" and it comes to my mid-calf.  I gave it 4 stars instead of 5 because I wish it came in a long version without the hood., and didn't have a hood,  It also smelled funny but after one washing it's now smell free.  I washed in lukewarm water and then put it in the dryer and it didn't shrink.  It's some kind of knit fabric.  Also the sleeves are long, but easily roll up and stay up.",Not Too Warm or Bulky
4,Cute shirts,Four Stars
4,Really cute easy shoe unfortunately for me the left shoe just fit too tight.,Four Stars
4,It's cute and well made.,Four Stars
4,I loved the price! I bought one size bigger due to the reviews but I should of bought 2 sizes larger because it fits perfect not a lot of room for growth or under clothes!!! Overall I'm pleased I just know next time I have to go larger!!!,I loved the price
4,Cute!,Four Stars
4,"These shoes are cute and relatively comfortable.
They are flat, so there is no arch support but I didn't buy them for support.
I bought them for a cute, comfortable red/white/blue sandal and they are definitely that.",Red/white/blue
4,"It's just a bit tight in my size, especially in the bust area. Otherwise I really like it.","A little snug, but still wearable"
4,"A beautiful dress, but the quality is not very. Size corresponds. Would put 3 stars, but the daughter, loves this dress.","A beautiful dress, but the quality is not very"
4,Cotton shirt is very comfortable,Quality
4,Really liked the shirt but it was too small in the size I usually wear.  I gave it to a friend as a gift as it fit him well.,A tad small
4,"Its very cute bathing suits, color, pineapple design however bottoms cut little too much, and my 4 year olds cheecks hanging out and eventually she gets a wedgy","Its very cute bathing suits, color, pineapple design ..."
4,"This ring looks really cool, but it definitely seems a little cheap.  I wear it only when I want to wear a more retro signet type ring.  Ultimately I would not wear this ring regularly as i don't think it would hold up.  But it is a cool looking ring.

If looking for a daily driver type Masonic Ring, I would recommend:
https://www.amazon.com/Tungsten-Square-Freemason-Symbol-Wedding/dp/B007X4GGY0/ref=cm_cr_srp_d_product_top?ie=UTF8","Cool Looking, Not for Daily Use."
4,"Great looking boot. Ive worn them with jeans as well as a dress. Not too dressy, not too casual.",Great look
4,Nice jacket but the extra large is to small for a size 12 woman..,Four Stars
4,I like these light colored acid wash jeans. They're kinda low in the back. Had to install belt loops.,I like these light colored acid wash jeans
4,Size and quality,Four Stars
4,Cute! Just order a size or two bigger.,Four Stars
4,Size runs a little too tight,Good shoe but..
4,"Very nice quality fabric and fringe and great design.  Great movement for Latin dancing.  As it correctly reports, it is 0-8 size, which I did not read properly, so it is too small for a size 12.  (If it rips, it's not the fabric :-)",Nice Quality; Do Read the Sizing!
4,Great beanie. Could be a little more snug on my head but it is a great hat. The seller is a great company. Veteran owned and run,Great beanie. Could be a little more snug on ...
4,The earrings are smaller than I expected but the color of the stones is beautiful.,NICE COLORS
4,"Very Happy with it, fits as expected. You cannot buy this in the UK, which makes it all the better and the price is good. It does have a left hand zipper though, which is feminine in the UK, but apart from that it's good.",Very Happy with it
4,"These are very cute, but were too narrow for me.  I have a slightly wide foot, but am usually fine in a M width.  I couldn't put these on. The vamp ends right at the widest part of the foot. I don't have this problem with other Franco Sarto styles.",Cute but slightly narrow
4,I liked  it I wear it all the time around the house I will comfortable .I want to buy another colors,I liked it I wear it all the time around the ...
4,"Love the design.  It fits well, but the pattern is slightly to one side.  Love the fit and feel and design printed on the shirt, though.  Very good!",Love the design
4,"It was cute, just didn't realize it was just the top.",Four Stars
4,I am a size 8 or Medium for tops in the USA and I ordered size XL of this tunic and it fits me perfectly. The material is very nice and the color sober and classy.,Like it
4,be sure to measure yourself before selecting size,Four Stars
4,great,Four Stars
4,Fancy looking footwear great with jeans,Four Stars
4,Looks awesome on wall and easy to put on.,Four Stars
4,Good quality. Fits well. Just as pictured.,Pleased
4,"Liked the fabric, color and style but returned it because it showed too many body lines and decided a bigger size would've been too big.",Liked the fabric
4,Slightly small but fits good. I haven't wear them for a long time yet but they seems alright!,Four Stars
4,Good product. Take care if you don't like of over size watch.,Four Stars
4,"Very pretty, delicate but the eyes were too far apart so wasn t able to wear.",Four Stars
4,"Very cute, pretty large. Had to return due to size, but the seller made it quick and easy!!","Very cute, great price, runs large, easy returns."
4,Great quality as always but was bulkier than expected. Almost felt like a ski glove which would be too restrictive for shifting while riding. Also temperature rating on glove did not match that on PI website,"Fit well but bulkier than expected, for below freezing"
4,I like it but it does have a few issues. It's missing a pocket button and the other is to large. Two new buttons will fix it up nice.,Nice coat
4,"Definitely order a size larger! I have consistently worn a size 6 and had to return them.  The size 7 is not roomy!
They RUN SMALL!
I love them and am very happy with the comfort and look of this wedge sneaker.",Order a size larger!!
4,"Love these jeans. They are comfortable and flattering. However, the blend listed online is incorrect. This is a rayon and polyester mix, not a cotton mix. This makes them very stretchy. I would recommend getting one size down because they are stretchy.",Perfect jeans
4,"very cute shirt. Looks to run a little small, so I would order the next size larger.",Four Stars
4,Fits my daughter perfectly,Love it!!
4,"I bought this for my 3 year old granddaughter for overnight stays and she loves it.  The zipper on the bag is a little hard to zip and unzip, thus the reason for the 4 stars, but I would purchase it again.",I bought this for my 3 year old granddaughter for ...
4,"I am a womann with size 11 feet.  These fit snuggly.  Comfortable enough to wear around the house.  Bought them with a rooster costume.  Well made, although I only wore them once.",Comfortable enough to wear around the house
4,"I've never bought unisex shoes before and while they do fit, heel to toe, they are a bit wide for me. I like the fit and comfort of the women's sizes more than the unisex due to the width issue.",I like the fit and comfort of the women's sizes more ...
4,Cute! My kiddos a 2t/3t ordered the 4t per other reviews fit perfect.,My kiddos a 2t/3t ordered the 4t per other reviews fit perfect.
4,I've bought Angels jeans in the past so I had trust in them.,Good jeans
4,needs a snap closure,Four Stars
4,"Sent as a gift, seems good enough.",seems good enough.
4,"It's scary buying pants online, but these fit very nice. And they look great too!!",Nice pants
4,"I wish you could put 3 letters, but it is cute and dainty, doesn't turn rusty, doesn't make neck green even after swimming or sleeping in it!",Pretty Good!
4,"Beautiful and chic but maybe a bit fragile. Unfortuntely on my first time wearing them one of the earrings fell from my ear and the clasp get separated of the earring. It was 5 days ago, so sad :(",Beautiful and chic but maybe a bit fragile
4,"Great shoes, always order a full size larger than normal.  Good support",Four Stars
4,"I ordered a large top.  I am 5' 4"" and 140 lbs.  I am not busty but I am broad through the shoulders.  I would say that I have an athletic body type, not very curvy and the large was a bit big.  It worked for the triathlon, but hindsight, a medium would have worked a perfectly.","I ordered a large top. I am 5' 4"" ..."
4,Best quality! !!,Four Stars
4,Cute & comfy. Looks great with my work slacks!,Looks great with my work slacks
4,"I ordered this to wear as a purse on holiday. I looked at the measurements and proceeded. This is a REAL backpack and it is HUGE!!  I am still going to use it for my trip, because I committed to buying it, but it is FULL size.

Great quality. Three snap closures. Looks high-end.",FULL size BIG backpack. Very nice looking. Excellent quality.
4,Love the feel and fit. The green is great. Thought the other looked purple but it was grey. Still love it and got many compliments on it b,Love the feel and fit
4,"I received this cute little charm for my birthday and I really love it. The colors on the charm are better than the picture and the jewels in the eyes are adorable. While it doesn't screw on the bracelet it's not a big deal, I have a charm from Pandora that doesn't screw in either. So that's not a deal breaker for me.

It fits in well with my other charms on my Pandora bracelet. It does seem a little small but when I held it up to my other Pandora charms it really wasn't.",A great Birthday present
4,"I chose this item with my ten-year-old daughter in mind, since she's at that age where she's beginning to express a much greater interest in fastion and accessories.  I gave this to her upon its arrival, and she has been more than thrilled.

Both the bracelet and pendant are quite small and very lightweight.  This hasn't been an issue given my daughter's small stature, but I can imagine that it might be a problem if this is purchased for intended use by an adult who isn't petite.  My daughter has been wearing the pendant regularly for a few weeks, and we haven't had any issues with wear or quality.  It's certainly not made of heavy-duty silver, but neither would I expect that of it given the very reasonable price.

This is an excellent option as a gift for older kids or tweens.  A cute design, light weight, and the price is very good.","Nice choice, especially for pre-teen girls"
4,Bought these for my boyfriend to add a little fun to his formal looks and he liked them :) The colors/patterns are vibrant and the socks fit nicely,Vibrant and Nicely fit
4,"I like it ok but it wasn't up to the Frye standard that I'm used to and I couldn't find a wallet to match anywhere.
But it's a compact little bag and well made but the leather was much stiffer than I'd expected.",I like it ok but it wasn't up to the Frye ...
4,"As advertised, came in nice ring box. A little uncomfortable to wear all day since it is kind of thick.",came in nice ring box
4,weird fit but good for price,Four Stars
4,"Needed to sew the collar onto the front piece better, it was just hanging on at the front, mass production product. Comfy, 3 yr old granddaughter loves it. Mom is concerned about the white sleeves for play at school. Hoping it will clean up easily.",Child loves it!
4,"It is very nice model, but unfortunatelly it likes used, not new! I bought them for gift and can not present used watch!","It is very nice model, but unfortunatelly it likes used"
4,"Was a BIG hit at our Library Foundation's ""Into The Woods"" Gala! Looked great. Bought black wolf gloves. Will definitely get gray ones! Hopefully will be a great addition to my costume collection.","Going ""Into The Woods"" in Style!"
4,super cute shirt <3,Four Stars
4,Looks great feels wonderful only negative is the zipper is on the back so need help getting out of it which makes it not so practical for long evening out.  Would be perfect if zipper was on the side.,Almost perfect
4,Nice shirt. It arrived on time and fit just as expected. My daughter (age 13) got the X-Small and it fit perfectly.  It's a roomy top so there's a little bit of leeway but it's not too baggy.,Nice shirt
4,"Material a lil rough. I cut out the neck and the banded bottom, to make it an Off the shoulder top. Couldn't find any camo sweats local hence why I ordered off Amazon.",What I was looking for
4,"My son likes these shoes a lot.  The only issue I have is that the tongue doesn't stay down and it will slide up to the toe of the shoe when you put it on.  I know, not a big deal in the scheme of things but when you're trying to put it on a squirmy toddler foot, it can be frustrating.",Pretty Cool
4,Looks great. It will be fun to wear. Will get another belt.,Four Stars
4,Really nice,Four Stars
4,"A bit to high for my taste, but super cute",but super
4,I had to alter it because the small size was too big for my skinny 7 year old. Otherwise it's good material. Also has a lot of detail.,Nice Baymax costume
4,"I like the multi-color.  I have worn with jeans, skirts, and other outfits!",Like the colors. They give me options
4,Love these boots.  Had to get all the colors.  I have a wide feet and these boots fit perfect.  Very comfortable.,Great boot!
4,I love so many details of this coat. It's very flattering and very versatile. It's not as heavy/warm as I'd have liked. Was looking more for winter than fall/spring but that's not a deal breaker for me as the price was good and the coat isn't made in China. My biggest concern is that the sleeves seem a half inch to an inch shorter than I'd have liked. I've been taking a poll and my husband and mother think the sleeves are fine but I'm just not sure.  Will probably keep.,Not your basic black coat
4,very good!,Four Stars
4,Nice pair but does run smaller and if you have wide feet i deff don't reccomend,Four Stars
4,good quality,Four Stars
4,"Super cute, but very small at least one size up.",Four Stars
4,"The company did everything to satisfied me to have a great experience with their product. I love my bangle, I wear it every day. If you buy any product form them you will love it.",The company did everything to satisfied me to have a great experience with their product
4,"I love this jacket... so cute! only reason I gave it 4 stars is that I thought the under liner is like a removable little jacket of its own. its not. but I just seen a video about a jacket where you zip up two liners and for the car seat you unzip the outer liner and that way the seat belt keeps your child safe without having to take the jacket off every time. The seat belt just runs over the inner part. So after seeing that video that's how I use it. The jacket in the video was twice as expensive too. would be interesting to know if that's why the jacket is made like that.
I can really say much about the hood not fitting as good since my son always wears a hat and we rarely use the hood just by itself.",Great winter coat!
4,"Nice and comfortable. I can wear them all day long.
Update: they are very very hard to clean. Keep that in mind.",Five Stars
4,"This ring was very nice for the price.  It is not too passable as a real ""baller"" ring, but it is nice.  The ring does not look really cheesy like some of the less expensive rings I have purchased through other sellers or other websites.  I like the mini stone accents, as they add a nice touch to the style of the ring.  The ring does tend to run a little small.  I had originally purchased this for my father and it was too small for his ring finger.  I ended up ordering him another ring that was 1 size bigger, and it fit perfectly.  Instead of returning the original ring I purchased, I just kept it for myself as a pinky ring.  Another addition to make known is that if you intend to wear this as a pinky ring, keep in mind that the ring is decently sized and kind of sticks out.

This ring is definitely worth the money and I was impressed.",This ring was very nice for the price
4,It's cute and washes up well but the color is too neon for me. Otherwise I would give it 5 stars.,"Cute, fits well but too neon...."
4,I like the feel of the material and it is a lovely comfortable dress to wear.  I would have preferred a somewhat lighter colouring though.,I like the feel of the material and it is a ...
4,It's beautiful. Earrings are somewhat heavy. A few tiny rhinestones had come loose. I was able to glue them back in. It also came with a tiny bag of extra stones and a clasp. Cute tiffany blue velour bag in box as well.,Met expectations beautifully
4,I really like my sweatshirt!,Four Stars
4,"Great gladiator, I love it",Four Stars
4,"Had to cut the inner lining out so they would fit comfortably but other than that, my boyfriend loved them!",... cut the inner lining out so they would fit comfortably but other than that
4,Very cute but the 3T fits like a 2T.,One size too small
4,"So far so good, they're products are cut consistent and I can order with confidence.",Four Stars
4,Purchased this for my wife and she loved it.,Four Stars
4,The price and my wife is happy with costume jewelry ..,Four Stars
4,They are comfy!,2nd pair..my sister loved mine...so i bought her a pair too!
